Source,Target,Weight,Type
Skovox Blitzer,Courtney Woods,1,undirected
Skovox Blitzer,Danny Pink,1,undirected
Skovox Blitzer,Frank Armitage,1,undirected
Skovox Blitzer,Seb (The Caretaker),1,undirected
Skovox Blitzer,The Master,1,undirected
Skovox Blitzer,Twelfth Doctor,1,undirected
Solitract,Grace O'Brien,1,undirected
Solitract,Graham O'Brien,1,undirected
Solitract,Ribbons,1,undirected
Solitract,Ryan Sinclair,1,undirected
Solitract,Thirteenth Doctor,1,undirected
Solitract,Yasmin Khan,1,undirected
Solomon (Dinosaurs on a Spaceship),Amy Pond,1,undirected
Solomon (Dinosaurs on a Spaceship),Brian Williams (Dinosaurs on a Spaceship),1,undirected
Solomon (Dinosaurs on a Spaceship),Eleventh Doctor,1,undirected
Solomon (Dinosaurs on a Spaceship),John Riddell,1,undirected
Solomon (Dinosaurs on a Spaceship),Nefertiti,1,undirected
Solomon (Dinosaurs on a Spaceship),Rory Williams,1,undirected
Sontarans,Eleventh Doctor,1,undirected
Sontarans,Ood (Pond Life),1,undirected
Sonya Khan,Ada Lovelace,1,undirected
Sonya Khan,Chagaska,1,undirected
Sonya Khan,Daniel Barton,1,undirected
Sonya Khan,Giant spider (Arachnids in the UK),1,undirected
Sonya Khan,Grace O'Brien,1,undirected
Sonya Khan,Graham O'Brien,4,undirected
Sonya Khan,Hakim Khan,3,undirected
Sonya Khan,Jack Robertson,1,undirected
Sonya Khan,Kasaavin,1,undirected
Sonya Khan,Manish,1,undirected
Sonya Khan,Najia Khan,3,undirected
Sonya Khan,Noor Inayat Khan,1,undirected
Sonya Khan,Rakaya,1,undirected
Sonya Khan,Ryan Sinclair,4,undirected
Sonya Khan,The Master,1,undirected
Sonya Khan,Thirteenth Doctor,4,undirected
Sonya Khan,Tibo,2,undirected
Sonya Khan,Yasmin Khan,4,undirected
Sonya Khan,Zellin,1,undirected
Sophie (The Lodger),79B Aickman Road,1,undirected
Sophie (The Lodger),Amy Pond,2,undirected
Sophie (The Lodger),Craig Owens,2,undirected
Sophie (The Lodger),Cyberman (Mondas),1,undirected
Sophie (The Lodger),Eleventh Doctor,2,undirected
Sophie (The Lodger),River Song,1,undirected
Sophie (The Lodger),Rory Williams,1,undirected
Spider germ,Clara Oswald,1,undirected
Spider germ,Courtney Woods,1,undirected
Spider germ,Danny Pink,1,undirected
Spider germ,Twelfth Doctor,1,undirected
Staal,Donna Noble,2,undirected
Staal,Mace (The Sontaran Stratagem),2,undirected
Staal,Martha Jones,2,undirected
Staal,Ross Jenkins,2,undirected
Staal,Sylvia Noble,2,undirected
Staal,Tenth Doctor,2,undirected
Staal,Wilfred Mott,2,undirected
Stingray,Christina de Souza,1,undirected
Stingray,Erisa Magambo,1,undirected
Stingray,Tenth Doctor,1,undirected
Strax,Eleventh Doctor,1,undirected
Strax,Jenny Flint,1,undirected
Strax,Vastra,1,undirected
Suki Cheng,Graham O'Brien,1,undirected
Suki Cheng,Praxeus,1,undirected
Suki Cheng,Ryan Sinclair,1,undirected
Suki Cheng,Thirteenth Doctor,1,undirected
Suki Cheng,Yasmin Khan,1,undirected
Supreme Dalek (The Stolen Earth),Dalek Caan,1,undirected
Supreme Dalek (The Stolen Earth),Davros,2,undirected
Supreme Dalek (The Stolen Earth),Donna Noble,2,undirected
Supreme Dalek (The Stolen Earth),Francine Jones,2,undirected
Supreme Dalek (The Stolen Earth),Gwen Cooper,2,undirected
Supreme Dalek (The Stolen Earth),Harriet Jones,1,undirected
Supreme Dalek (The Stolen Earth),Ianto Jones,2,undirected
Supreme Dalek (The Stolen Earth),Jack Harkness,2,undirected
Supreme Dalek (The Stolen Earth),Jackie Tyler,1,undirected
Supreme Dalek (The Stolen Earth),K9 Mark IV,1,undirected
Supreme Dalek (The Stolen Earth),Luke Smith,2,undirected
Supreme Dalek (The Stolen Earth),Martha Jones,2,undirected
Supreme Dalek (The Stolen Earth),Mickey Smith,1,undirected
Supreme Dalek (The Stolen Earth),Mr Smith,2,undirected
Supreme Dalek (The Stolen Earth),Rose Tyler,2,undirected
Supreme Dalek (The Stolen Earth),Sarah Jane Smith,2,undirected
Supreme Dalek (The Stolen Earth),Sylvia Noble,2,undirected
Supreme Dalek (The Stolen Earth),Tenth Doctor,2,undirected
Supreme Dalek (The Stolen Earth),Tenth Doctor (Journey's End),1,undirected
Supreme Dalek (The Stolen Earth),Wilfred Mott,2,undirected
Supreme Dalek (Victory of the Daleks),Amy Pond,1,undirected
Supreme Dalek (Victory of the Daleks),Barnable,1,undirected
Supreme Dalek (Victory of the Daleks),Clara Oswald,1,undirected
Supreme Dalek (Victory of the Daleks),Eleventh Doctor,1,undirected
Supreme Dalek (Victory of the Daleks),Handles,1,undirected
Supreme Dalek (Victory of the Daleks),Tasha Lem,1,undirected
Supreme Dalek (Victory of the Daleks),Twelfth Doctor,1,undirected
Sutcliffe (Thin Ice),Bill Potts,1,undirected
Sutcliffe (Thin Ice),Nardole,1,undirected
Sutcliffe (Thin Ice),Twelfth Doctor,1,undirected
Sycorax leader,Harriet Jones,1,undirected
Sycorax leader,Jackie Tyler,1,undirected
Sycorax leader,Mickey Smith,1,undirected
Sycorax leader,Rose Tyler,1,undirected
Sycorax leader,Tenth Doctor,1,undirected
Sylvia Noble,Alonso Frame,1,undirected
Sylvia Noble,Cofelia,1,undirected
Sylvia Noble,Dalek Caan,1,undirected
Sylvia Noble,Davros,2,undirected
Sylvia Noble,Donna Noble,7,undirected
Sylvia Noble,Eleventh Doctor,1,undirected
Sylvia Noble,Empress of the Racnoss (The Runaway Bride),1,undirected
Sylvia Noble,Francine Jones,2,undirected
Sylvia Noble,Gwen Cooper,2,undirected
Sylvia Noble,Harriet Jones,1,undirected
Sylvia Noble,Ianto Jones,2,undirected
Sylvia Noble,Jack Harkness,3,undirected
Sylvia Noble,Jackie Tyler,2,undirected
Sylvia Noble,K9 Mark IV,1,undirected
Sylvia Noble,Luke Smith,3,undirected
Sylvia Noble,Mace (The Sontaran Stratagem),2,undirected
Sylvia Noble,Martha Jones,5,undirected
Sylvia Noble,Mickey Smith,2,undirected
Sylvia Noble,Mr Smith,2,undirected
Sylvia Noble,Ood Sigma,1,undirected
Sylvia Noble,Rassilon,1,undirected
Sylvia Noble,Rose Tyler,4,undirected
Sylvia Noble,Ross Jenkins,2,undirected
Sylvia Noble,Sarah Jane Smith,3,undirected
Sylvia Noble,Staal,2,undirected
Sylvia Noble,Supreme Dalek (The Stolen Earth),2,undirected
Sylvia Noble,Tenth Doctor,7,undirected
Sylvia Noble,Tenth Doctor (Journey's End),1,undirected
Sylvia Noble,The Master,1,undirected
Sylvia Noble,Wilfred Mott,6,undirected
Tasha Lem,Amy Pond,1,undirected
Tasha Lem,Barnable,1,undirected
Tasha Lem,Clara Oswald,1,undirected
Tasha Lem,Eleventh Doctor,1,undirected
Tasha Lem,Handles,1,undirected
Tasha Lem,Supreme Dalek (Victory of the Daleks),1,undirected
Tasha Lem,Twelfth Doctor,1,undirected
Tenth Doctor,Abzorbaloff,1,undirected
Tenth Doctor,Adelaide Brooke,1,undirected
Tenth Doctor,Agatha Christie,1,undirected
Tenth Doctor,Alonso Frame,2,undirected
Tenth Doctor,Angelo (Tooth and Claw),1,undirected
Tenth Doctor,Arnold Golightly,1,undirected
Tenth Doctor,Astrid Peth,1,undirected
Tenth Doctor,Azlok,1,undirected
Tenth Doctor,Bad Wolf (entity),1,undirected
Tenth Doctor,Baltazar,1,undirected
Tenth Doctor,Carrionite,1,undirected
Tenth Doctor,Casp,1,undirected
Tenth Doctor,Cassandra O'Brien.Δ17,1,undirected
Tenth Doctor,Cassie Rice,1,undirected
Tenth Doctor,Chloe Webber's father,1,undirected
Tenth Doctor,Christina de Souza,1,undirected
Tenth Doctor,Clara Oswald,1,undirected
Tenth Doctor,Clive Jones,3,undirected
Tenth Doctor,Clockwork Droid,1,undirected
Tenth Doctor,Cobb (The Doctor's Daughter),1,undirected
Tenth Doctor,Cofelia,1,undirected
Tenth Doctor,Control node (The Girl in the Fireplace),1,undirected
Tenth Doctor,Copper (Voyage of the Damned),1,undirected
Tenth Doctor,Cult of Skaro,1,undirected
Tenth Doctor,Cyber-Leader One,1,undirected
Tenth Doctor,Cybermen,1,undirected
Tenth Doctor,Dalek Caan,2,undirected
Tenth Doctor,Dalek Emperor in the Last Great Time War,1,undirected
Tenth Doctor,Dalek Fleet,1,undirected
Tenth Doctor,Dalek Sec,2,undirected
Tenth Doctor,Davros,2,undirected
Tenth Doctor,Donna Noble,14,undirected
Tenth Doctor,Editor (Tardisode 12),1,undirected
Tenth Doctor,Eleventh Doctor,2,undirected
Tenth Doctor,Elizabeth I,2,undirected
Tenth Doctor,Empress of the Racnoss (The Runaway Bride),1,undirected
Tenth Doctor,Erisa Magambo,2,undirected
Tenth Doctor,Face of Boe,2,undirected
Tenth Doctor,Family of Blood,2,undirected
Tenth Doctor,Fifth Doctor,1,undirected
Tenth Doctor,Florence Finnegan,1,undirected
Tenth Doctor,Francine Jones,7,undirected
Tenth Doctor,Futurekind,1,undirected
Tenth Doctor,Graske (Music of the Spheres),1,undirected
Tenth Doctor,Gwen Cooper,2,undirected
Tenth Doctor,Hame,1,undirected
Tenth Doctor,Harriet Jones,2,undirected
Tenth Doctor,Heavenly Host,1,undirected
Tenth Doctor,High Priestess (The Fires of Pompeii),1,undirected
Tenth Doctor,Ianto Jones,2,undirected
Tenth Doctor,Jack Harkness,7,undirected
Tenth Doctor,Jackie Tyler,9,undirected
Tenth Doctor,Jackie Tyler (Pete's World),1,undirected
Tenth Doctor,Jackson Lake,1,undirected
Tenth Doctor,Jake Simmonds,3,undirected
Tenth Doctor,Jeanne-Antoinette Poisson,1,undirected
Tenth Doctor,Jenny (The Doctor's Daughter),1,undirected
Tenth Doctor,Jimmy Stalkingwolf,1,undirected
Tenth Doctor,John Lumic,2,undirected
Tenth Doctor,K9 Mark III,1,undirected
Tenth Doctor,K9 Mark IV,2,undirected
Tenth Doctor,Kate Stewart,1,undirected
Tenth Doctor,Klineman Halpen,1,undirected
Tenth Doctor,Lassar,1,undirected
Tenth Doctor,Leo Jones,3,undirected
Tenth Doctor,Lord,1,undirected
Tenth Doctor,Luke Smith,3,undirected
Tenth Doctor,Lynda Moss,1,undirected
Tenth Doctor,Mace (The Sontaran Stratagem),2,undirected
Tenth Doctor,Macra,1,undirected
Tenth Doctor,Martha Jones,18,undirected
Tenth Doctor,Matron,1,undirected
Tenth Doctor,Max Capricorn,1,undirected
Tenth Doctor,Mercy Hartigan,1,undirected
Tenth Doctor,Mickey Smith,11,undirected
Tenth Doctor,Midnight entity,1,undirected
Tenth Doctor,Mr Smith,2,undirected
Tenth Doctor,Ninth Doctor,1,undirected
Tenth Doctor,Ood Sigma,3,undirected
Tenth Doctor,Pete Tyler (Pete's World),3,undirected
Tenth Doctor,Petronella Osgood,1,undirected
Tenth Doctor,Rassilon,1,undirected
Tenth Doctor,Richard Lazarus,1,undirected
Tenth Doctor,Ricky Smith,2,undirected
Tenth Doctor,River Song,2,undirected
Tenth Doctor,Rose Tyler,20,undirected
Tenth Doctor,Rosita Farisi,1,undirected
Tenth Doctor,Ross Jenkins,2,undirected
Tenth Doctor,Sarah Jane Smith,4,undirected
Tenth Doctor,Staal,2,undirected
Tenth Doctor,Stingray,1,undirected
Tenth Doctor,Supreme Dalek (The Stolen Earth),2,undirected
Tenth Doctor,Sycorax leader,1,undirected
Tenth Doctor,Sylvia Noble,7,undirected
Tenth Doctor,Tenth Doctor (Journey's End),1,undirected
Tenth Doctor,The Beast (The Impossible Planet),2,undirected
Tenth Doctor,The Curator,1,undirected
Tenth Doctor,The Flood (The Waters of Mars),1,undirected
Tenth Doctor,The Host,1,undirected
Tenth Doctor,The Master,4,undirected
Tenth Doctor,The Moment,1,undirected
Tenth Doctor,The Wire,1,undirected
Tenth Doctor,Tim Latimer,2,undirected
Tenth Doctor,Time Beetle,1,undirected
Tenth Doctor,Tish Jones,4,undirected
Tenth Doctor,Torajii,1,undirected
Tenth Doctor,Torchwood Institute,1,undirected
Tenth Doctor,Vashta Nerada,2,undirected
Tenth Doctor,Victoria,1,undirected
Tenth Doctor,War Doctor,1,undirected
Tenth Doctor,Weeping Angel,1,undirected
Tenth Doctor,Wilfred Mott,7,undirected
Tenth Doctor,William Shakespeare,1,undirected
Tenth Doctor,Yvonne Hartman,2,undirected
Tenth Doctor,Zygon Kate Stewart,1,undirected
Tenth Doctor (Journey's End),Dalek Caan,1,undirected
Tenth Doctor (Journey's End),Davros,1,undirected
Tenth Doctor (Journey's End),Donna Noble,1,undirected
Tenth Doctor (Journey's End),Francine Jones,1,undirected
Tenth Doctor (Journey's End),Gwen Cooper,1,undirected
Tenth Doctor (Journey's End),Ianto Jones,1,undirected
Tenth Doctor (Journey's End),Jack Harkness,1,undirected
Tenth Doctor (Journey's End),Jackie Tyler,1,undirected
Tenth Doctor (Journey's End),K9 Mark IV,1,undirected
Tenth Doctor (Journey's End),Luke Smith,1,undirected
Tenth Doctor (Journey's End),Martha Jones,1,undirected
Tenth Doctor (Journey's End),Mickey Smith,1,undirected
Tenth Doctor (Journey's End),Mr Smith,1,undirected
Tenth Doctor (Journey's End),Rose Tyler,1,undirected
Tenth Doctor (Journey's End),Sarah Jane Smith,1,undirected
Tenth Doctor (Journey's End),Supreme Dalek (The Stolen Earth),1,undirected
Tenth Doctor (Journey's End),Sylvia Noble,1,undirected
Tenth Doctor (Journey's End),Tenth Doctor,1,undirected
Tenth Doctor (Journey's End),Wilfred Mott,1,undirected
Teselecta,Amy Pond,1,undirected
Teselecta,Captain,1,undirected
Teselecta,Carter (Let's Kill Hitler),1,undirected
Teselecta,Dorium Maldovar,1,undirected
Teselecta,Eleventh Doctor,1,undirected
Teselecta,River Song,1,undirected
Teselecta,Rory Williams,1,undirected
Teselecta,Silent,1,undirected
Teselecta,Winston Churchill,1,undirected
The Alliance (The Pandorica Opens),Amy Pond,1,undirected
The Alliance (The Pandorica Opens),Dorium Maldovar,1,undirected
The Alliance (The Pandorica Opens),Eleventh Doctor,1,undirected
The Alliance (The Pandorica Opens),Elizabeth X,1,undirected
The Alliance (The Pandorica Opens),River Song,1,undirected
The Alliance (The Pandorica Opens),Rory Williams,1,undirected
The Alliance (The Pandorica Opens),Vincent van Gogh,1,undirected
The Alliance (The Pandorica Opens),Winston Churchill,1,undirected
The Beast (The Impossible Planet),McMillen,1,undirected
The Beast (The Impossible Planet),Ood,2,undirected
The Beast (The Impossible Planet),Rose Tyler,2,undirected
The Beast (The Impossible Planet),Tenth Doctor,2,undirected
The Curator,Clara Oswald,1,undirected
The Curator,Dalek Fleet,1,undirected
The Curator,Eleventh Doctor,1,undirected
The Curator,Elizabeth I,1,undirected
The Curator,Kate Stewart,1,undirected
The Curator,Petronella Osgood,1,undirected
The Curator,Tenth Doctor,1,undirected
The Curator,The Moment,1,undirected
The Curator,War Doctor,1,undirected
The Curator,Zygon Kate Stewart,1,undirected
The Doctor (Fugitive of the Judoon),Gat,1,undirected
The Doctor (Fugitive of the Judoon),Graham O'Brien,2,undirected
The Doctor (Fugitive of the Judoon),Jack Harkness,1,undirected
The Doctor (Fugitive of the Judoon),Pol-Kon-Don,1,undirected
The Doctor (Fugitive of the Judoon),Ryan Sinclair,2,undirected
The Doctor (Fugitive of the Judoon),The Master,1,undirected
The Doctor (Fugitive of the Judoon),Thirteenth Doctor,2,undirected
The Doctor (Fugitive of the Judoon),Yasmin Khan,2,undirected
The Doctor's TARDIS,Amy Pond,1,undirected
The Doctor's TARDIS,Eleventh Doctor,1,undirected
The Doctor's TARDIS,House (The Doctor's Wife),1,undirected
The Doctor's TARDIS,Idris,1,undirected
The Doctor's TARDIS,Rory Williams,1,undirected
The Editor,Adam Mitchell,1,undirected
The Editor,Mighty Jagrafess of the Holy Hadrojassic Maxarodenfoe,1,undirected
The Editor,Ninth Doctor,1,undirected
The Editor,Rose Tyler,1,undirected
The Flood (The Waters of Mars),Adelaide Brooke,1,undirected
The Flood (The Waters of Mars),Ood Sigma,1,undirected
The Flood (The Waters of Mars),Tenth Doctor,1,undirected
The Host,Angelo (Tooth and Claw),1,undirected
The Host,Rose Tyler,1,undirected
The Host,Tenth Doctor,1,undirected
The Host,Victoria,1,undirected
The Master,Ada Lovelace,1,undirected
The Master,Alistair Gordon Lethbridge-Stewart,1,undirected
The Master,Alonso Frame,1,undirected
The Master,Alpha Centauri (The Curse of Peladon),1,undirected
The Master,Ashad,1,undirected
The Master,Bill Potts,7,undirected
The Master,Bill Potts (Shadow World),1,undirected
The Master,Boneless,1,undirected
The Master,Clara Oswald,9,undirected
The Master,Clive Jones,2,undirected
The Master,Courtney Woods,1,undirected
The Master,CyberMondan,2,undirected
The Master,Cybermen,3,undirected
The Master,Dalek,1,undirected
The Master,Daniel Barton,1,undirected
The Master,Danny Pink,6,undirected
The Master,Davros,2,undirected
The Master,Donna Noble,1,undirected
The Master,Eater of Light,1,undirected
The Master,Eleventh Doctor,2,undirected
The Master,First Doctor,2,undirected
The Master,Francine Jones,2,undirected
The Master,Frank Armitage,3,undirected
The Master,Futurekind,1,undirected
The Master,Graham O'Brien,3,undirected
The Master,Hakim Khan,1,undirected
The Master,Half-Face Man,1,undirected
The Master,Heather (The Pilot),2,undirected
The Master,Ice Warrior,1,undirected
The Master,Jack Harkness,4,undirected
The Master,Jackie Tyler,1,undirected
The Master,Journey Blue,1,undirected
The Master,Kasaavin,1,undirected
The Master,Kate Stewart,2,undirected
The Master,Leo Jones,1,undirected
The Master,Luke Smith,1,undirected
The Master,Martha Jones,4,undirected
The Master,Mickey Smith,1,undirected
The Master,Monk (species),2,undirected
The Master,Najia Khan,1,undirected
The Master,Nardole,7,undirected
The Master,Nardole (Shadow World),1,undirected
The Master,Neville Catchlove,1,undirected
The Master,Ninth Legion,1,undirected
The Master,Noor Inayat Khan,1,undirected
The Master,Ohila,1,undirected
The Master,Ood Sigma,1,undirected
The Master,Paternoster Gang,1,undirected
The Master,Rassilon,1,undirected
The Master,Rigsy,1,undirected
The Master,Rose Tyler,1,undirected
The Master,Rusty (Into the Dalek),1,undirected
The Master,Ryan Sinclair,3,undirected
The Master,Sarah Jane Smith,1,undirected
The Master,Seb (The Caretaker),2,undirected
The Master,Skovox Blitzer,1,undirected
The Master,Sonya Khan,1,undirected
The Master,Sylvia Noble,1,undirected
The Master,Tenth Doctor,4,undirected
The Master,The Doctor (Fugitive of the Judoon),1,undirected
The Master,Thirteenth Doctor,3,undirected
The Master,Tibo,1,undirected
The Master,Tish Jones,2,undirected
The Master,Twelfth Doctor,17,undirected
The Master,Twelfth Doctor (Shadow World),1,undirected
The Master,Wilfred Mott,1,undirected
The Master,Yasmin Khan,3,undirected
The Master,Zygon Osgood,1,undirected
The Moment,Clara Oswald,1,undirected
The Moment,Dalek Fleet,1,undirected
The Moment,Eleventh Doctor,1,undirected
The Moment,Elizabeth I,1,undirected
The Moment,Kate Stewart,1,undirected
The Moment,Petronella Osgood,1,undirected
The Moment,Tenth Doctor,1,undirected
The Moment,The Curator,1,undirected
The Moment,War Doctor,1,undirected
The Moment,Zygon Kate Stewart,1,undirected
The Silence,River Song,1,undirected
The Veil,Twelfth Doctor,1,undirected
The Wire,Rose Tyler,1,undirected
The Wire,Tenth Doctor,1,undirected
Thirteenth Doctor,Ada Lovelace,1,undirected
Thirteenth Doctor,Archibald Hamish Lethbridge-Stewart,1,undirected
Thirteenth Doctor,Ashad,2,undirected
Thirteenth Doctor,Bill Potts,1,undirected
Thirteenth Doctor,Chagaska,1,undirected
Thirteenth Doctor,Charlie Duffy,1,undirected
Thirteenth Doctor,Clara Oswald,1,undirected
Thirteenth Doctor,Daniel Barton,1,undirected
Thirteenth Doctor,Dorothy Skerrit,1,undirected
Thirteenth Doctor,Dreg,1,undirected
Thirteenth Doctor,First Doctor,1,undirected
Thirteenth Doctor,Gat,1,undirected
Thirteenth Doctor,George Gordon Byron,1,undirected
Thirteenth Doctor,Giant spider (Arachnids in the UK),1,undirected
Thirteenth Doctor,Grace O'Brien,3,undirected
Thirteenth Doctor,Graham O'Brien,21,undirected
Thirteenth Doctor,Hakim Khan,3,undirected
Thirteenth Doctor,Jack Harkness,2,undirected
Thirteenth Doctor,Jack Robertson,2,undirected
Thirteenth Doctor,James I,1,undirected
Thirteenth Doctor,John Polidori,1,undirected
Thirteenth Doctor,Kasaavin,1,undirected
Thirteenth Doctor,Krasko,1,undirected
Thirteenth Doctor,Manish,1,undirected
Thirteenth Doctor,Mary Shelley,1,undirected
Thirteenth Doctor,Morax Queen,1,undirected
Thirteenth Doctor,Najia Khan,3,undirected
Thirteenth Doctor,Nardole,1,undirected
Thirteenth Doctor,Nikola Tesla,1,undirected
Thirteenth Doctor,Noor Inayat Khan,1,undirected
Thirteenth Doctor,Percy Shelley,1,undirected
Thirteenth Doctor,Pol-Kon-Don,1,undirected
Thirteenth Doctor,Praxeus,1,undirected
Thirteenth Doctor,Pting (The Tsuranga Conundrum),1,undirected
Thirteenth Doctor,Queen of the Skithra,1,undirected
Thirteenth Doctor,Rakaya,1,undirected
Thirteenth Doctor,Reconnaissance Dalek,2,undirected
Thirteenth Doctor,Remnant,1,undirected
Thirteenth Doctor,Ribbons,1,undirected
Thirteenth Doctor,Rosa Parks,1,undirected
Thirteenth Doctor,Rusty (Into the Dalek),1,undirected
Thirteenth Doctor,Ryan Sinclair,21,undirected
Thirteenth Doctor,Santa Claus,2,undirected
Thirteenth Doctor,Solitract,1,undirected
Thirteenth Doctor,Sonya Khan,4,undirected
Thirteenth Doctor,Suki Cheng,1,undirected
Thirteenth Doctor,The Doctor (Fugitive of the Judoon),2,undirected
Thirteenth Doctor,The Master,3,undirected
Thirteenth Doctor,Thomas Edison,1,undirected
Thirteenth Doctor,Tibo,2,undirected
Thirteenth Doctor,Twelfth Doctor,1,undirected
Thirteenth Doctor,Tzim-Sha,2,undirected
Thirteenth Doctor,Yasmin Khan,21,undirected
Thirteenth Doctor,Zellin,1,undirected
Thomas Edison,Dorothy Skerrit,1,undirected
Thomas Edison,Graham O'Brien,1,undirected
Thomas Edison,Nikola Tesla,1,undirected
Thomas Edison,Queen of the Skithra,1,undirected
Thomas Edison,Ryan Sinclair,1,undirected
Thomas Edison,Thirteenth Doctor,1,undirected
Thomas Edison,Yasmin Khan,1,undirected
Tibo,Ada Lovelace,1,undirected
Tibo,Chagaska,1,undirected
Tibo,Daniel Barton,1,undirected
Tibo,Graham O'Brien,2,undirected
Tibo,Hakim Khan,1,undirected
Tibo,Kasaavin,1,undirected
Tibo,Najia Khan,1,undirected
Tibo,Noor Inayat Khan,1,undirected
Tibo,Rakaya,1,undirected
Tibo,Ryan Sinclair,2,undirected
Tibo,Sonya Khan,2,undirected
Tibo,The Master,1,undirected
Tibo,Thirteenth Doctor,2,undirected
Tibo,Yasmin Khan,2,undirected
Tibo,Zellin,1,undirected
Tim Latimer,Family of Blood,2,undirected
Tim Latimer,Tenth Doctor,2,undirected
Time Beetle,Erisa Magambo,1,undirected
Time Beetle,Tenth Doctor,1,undirected
Time Field,Amy Pond,1,undirected
Time Field,Eleventh Doctor,1,undirected
Time Field,River Song,1,undirected
Time Field,Weeping Angel,1,undirected
Time zombie,Clara Oswald,1,undirected
Time zombie,Eleventh Doctor,1,undirected
Tish Jones,Clive Jones,3,undirected
Tish Jones,Florence Finnegan,1,undirected
Tish Jones,Francine Jones,4,undirected
Tish Jones,Jack Harkness,2,undirected
Tish Jones,Leo Jones,3,undirected
Tish Jones,Martha Jones,4,undirected
Tish Jones,Richard Lazarus,1,undirected
Tish Jones,Tenth Doctor,4,undirected
Tish Jones,The Master,2,undirected
Torajii,Francine Jones,1,undirected
Torajii,Martha Jones,1,undirected
Torajii,Tenth Doctor,1,undirected
Torchwood Institute,Editor (Tardisode 12),1,undirected
Torchwood Institute,Tenth Doctor,1,undirected
Toshiko Sato,Harriet Jones,1,undirected
Toshiko Sato,Jackie Tyler,1,undirected
Toshiko Sato,Jocrassa Fel-Fotch Passameer-Day Slitheen,1,undirected
Toshiko Sato,Mickey Smith,1,undirected
Toshiko Sato,Ninth Doctor,1,undirected
Toshiko Sato,Rose Tyler,1,undirected
Twelfth Doctor,Alistair Gordon Lethbridge-Stewart,1,undirected
Twelfth Doctor,Alpha Centauri (The Curse of Peladon),1,undirected
Twelfth Doctor,Amy Pond,1,undirected
Twelfth Doctor,Archibald Hamish Lethbridge-Stewart,1,undirected
Twelfth Doctor,Ashildr,4,undirected
Twelfth Doctor,Barnable,1,undirected
Twelfth Doctor,Bill Potts,12,undirected
Twelfth Doctor,Bill Potts (Shadow World),1,undirected
Twelfth Doctor,Boneless,1,undirected
Twelfth Doctor,Bonnie (The Zygon Invasion),3,undirected
Twelfth Doctor,Bors (The Doctor's Meditation),1,undirected
Twelfth Doctor,Clara Oswald,25,undirected
Twelfth Doctor,Courtney Woods,2,undirected
Twelfth Doctor,CyberMondan,1,undirected
Twelfth Doctor,Cybermen,2,undirected
Twelfth Doctor,Dalek,1,undirected
Twelfth Doctor,Danny Pink,10,undirected
Twelfth Doctor,Davros,2,undirected
Twelfth Doctor,Dream crab,1,undirected
Twelfth Doctor,Eater of Light,1,undirected
Twelfth Doctor,Eleventh Doctor,2,undirected
Twelfth Doctor,Emojibot,1,undirected
Twelfth Doctor,First Doctor,3,undirected
Twelfth Doctor,Fisher King,1,undirected
Twelfth Doctor,Frank Armitage,3,undirected
Twelfth Doctor,Gagan Rassmussen,1,undirected
Twelfth Doctor,Ganymede Systems,1,undirected
Twelfth Doctor,Ghost,2,undirected
Twelfth Doctor,Grant (The Return of Doctor Mysterio),1,undirected
Twelfth Doctor,Gus (Mummy on the Orient Express),1,undirected
Twelfth Doctor,Half-Face Man,1,undirected
Twelfth Doctor,Handles,1,undirected
Twelfth Doctor,Heather (The Pilot),2,undirected
Twelfth Doctor,Hydroflax,1,undirected
Twelfth Doctor,Ice Warrior,1,undirected
Twelfth Doctor,Jac (The Magician's Apprentice),1,undirected
Twelfth Doctor,John (Knock Knock),1,undirected
Twelfth Doctor,Journey Blue,1,undirected
Twelfth Doctor,Karabraxos,1,undirected
Twelfth Doctor,Kate Stewart,4,undirected
Twelfth Doctor,Kenossium,1,undirected
Twelfth Doctor,Leandro,1,undirected
Twelfth Doctor,Lucy Fletcher,1,undirected
Twelfth Doctor,Mire,1,undirected
Twelfth Doctor,Monk (species),3,undirected
Twelfth Doctor,Nardole,14,undirected
Twelfth Doctor,Nardole (Shadow World),1,undirected
Twelfth Doctor,Neville Catchlove,1,undirected
Twelfth Doctor,Ninth Legion,1,undirected
Twelfth Doctor,Ohila,3,undirected
Twelfth Doctor,Paternoster Gang,1,undirected
Twelfth Doctor,Perkins (Mummy on the Orient Express),1,undirected
Twelfth Doctor,Petronella Osgood,2,undirected
Twelfth Doctor,Psi,1,undirected
Twelfth Doctor,Rassilon,1,undirected
Twelfth Doctor,Rigsy,2,undirected
Twelfth Doctor,River Song,1,undirected
Twelfth Doctor,Robin Hood,1,undirected
Twelfth Doctor,Rusty (Into the Dalek),2,undirected
Twelfth Doctor,Saibra,1,undirected
Twelfth Doctor,Sandman (Sleep No More),1,undirected
Twelfth Doctor,Santa,1,undirected
Twelfth Doctor,Seb (The Caretaker),2,undirected
Twelfth Doctor,Sentient oil,1,undirected
Twelfth Doctor,Sheriff of Nottingham,1,undirected
Twelfth Doctor,Shoal of the Winter Harmony,1,undirected
Twelfth Doctor,Skovox Blitzer,1,undirected
Twelfth Doctor,Spider germ,1,undirected
Twelfth Doctor,Supreme Dalek (Victory of the Daleks),1,undirected
Twelfth Doctor,Sutcliffe (Thin Ice),1,undirected
Twelfth Doctor,Tasha Lem,1,undirected
Twelfth Doctor,The Master,17,undirected
