Source,Target,Weight,Type
Tegan Jovanka,Sharaz Jek,1,undirected
Tegan Jovanka,Sixth Doctor,2,undirected
Tegan Jovanka,Stotz,1,undirected
Tegan Jovanka,Susan Foreman,1,undirected
Tegan Jovanka,Terileptil,1,undirected
Tegan Jovanka,Terileptil android,1,undirected
Tegan Jovanka,The Master,5,undirected
Tegan Jovanka,The Watcher (Logopolis),1,undirected
Tegan Jovanka,Third Doctor,1,undirected
Tegan Jovanka,Tractator,1,undirected
Tegan Jovanka,Turner (A Fix with Sontarans),1,undirected
Tegan Jovanka,Urbankan,1,undirected
Tegan Jovanka,Vislor Turlough,10,undirected
Tegan Jovanka,White Guardian,1,undirected
Tegan Jovanka,Will Chandler,1,undirected
Tegan Jovanka,Wrack,1,undirected
Tegana,Barbara Wright,1,undirected
Tegana,First Doctor,1,undirected
Tegana,Ian Chesterton,1,undirected
Tegana,Marco Polo,1,undirected
Tegana,Susan Foreman,1,undirected
Tekker,Borad,1,undirected
Tekker,H. G. Wells,1,undirected
Tekker,Peri Brown,1,undirected
Tekker,Sixth Doctor,1,undirected
Template:Disputed,Billy Clanton,1,undirected
Template:Disputed,Dodo Chaplet,1,undirected
Template:Disputed,First Doctor,1,undirected
Template:Disputed,Ike Clanton,1,undirected
Template:Disputed,Johnny Ringo,1,undirected
Template:Disputed,Pa Clanton,1,undirected
Template:Disputed,Phineas Clanton,1,undirected
Template:Disputed,Seth Harper,1,undirected
Template:Disputed,Steven Taylor,1,undirected
Terileptil,Adric,1,undirected
Terileptil,Fifth Doctor,1,undirected
Terileptil,Nyssa,1,undirected
Terileptil,Richard Mace,1,undirected
Terileptil,Tegan Jovanka,1,undirected
Terileptil,Terileptil android,1,undirected
Terileptil android,Adric,1,undirected
Terileptil android,Fifth Doctor,1,undirected
Terileptil android,Nyssa,1,undirected
Terileptil android,Richard Mace,1,undirected
Terileptil android,Tegan Jovanka,1,undirected
Terileptil android,Terileptil,1,undirected
Thawn,Fourth Doctor,1,undirected
Thawn,Kroll,1,undirected
Thawn,Ranquin,1,undirected
Thawn,Romana I,1,undirected
The Brigadier,Ace,2,undirected
The Brigadier,Alastair Lethbridge-Stewart,1,undirected
The Brigadier,Ancelyn,1,undirected
The Brigadier,Arthur Linwood,1,undirected
The Brigadier,Auton,1,undirected
The Brigadier,Axos,1,undirected
The Brigadier,Azal,1,undirected
The Brigadier,BOSS,1,undirected
The Brigadier,Bruno Taltalian,1,undirected
The Brigadier,Butler (Invasion of the Dinosaurs),1,undirected
The Brigadier,Carol Bell,2,undirected
The Brigadier,Carrington (The Ambassadors of Death),1,undirected
The Brigadier,Chancellor (The Three Doctors),1,undirected
The Brigadier,Channing,1,undirected
The Brigadier,Charles Grover,1,undirected
The Brigadier,Charles Kettering,1,undirected
The Brigadier,Clifford Jones,1,undirected
The Brigadier,Collinson,1,undirected
The Brigadier,Commander,1,undirected
The Brigadier,Dent (Colony in Space),1,undirected
The Brigadier,Dæmon,1,undirected
The Brigadier,Eight Legs,1,undirected
The Brigadier,Eric Stahlman,1,undirected
The Brigadier,Fifth Doctor,1,undirected
The Brigadier,Finch (Invasion of the Dinosaurs),1,undirected
The Brigadier,First Doctor,1,undirected
The Brigadier,Fourth Doctor,2,undirected
The Brigadier,George Patrick Barnham,1,undirected
The Brigadier,Giant maggot,1,undirected
The Brigadier,Gold Dalek (Day of the Daleks),1,undirected
The Brigadier,Greg Sutton,1,undirected
The Brigadier,Harry Mailer,1,undirected
The Brigadier,Irongron,1,undirected
The Brigadier,Jo Grant,9,undirected
The Brigadier,John Benton,12,undirected
The Brigadier,K'anpo Rimpoche,1,undirected
The Brigadier,K9 (Storm in a Tikka) (page does not exist),1,undirected
The Brigadier,Keith Gold,1,undirected
The Brigadier,Keller Machine,1,undirected
The Brigadier,Kronos,1,undirected
The Brigadier,Leela,1,undirected
The Brigadier,Linx,1,undirected
The Brigadier,Liz Shaw,5,undirected
The Brigadier,Lupton,1,undirected
The Brigadier,Mark Elgin,1,undirected
The Brigadier,Melanie Bush,1,undirected
The Brigadier,Mike Yates,10,undirected
The Brigadier,Minotaur,1,undirected
The Brigadier,Morgaine,1,undirected
The Brigadier,Morka,1,undirected
The Brigadier,Nestene Consciousness,2,undirected
The Brigadier,Nyssa,1,undirected
The Brigadier,Olive Hawthorne,1,undirected
The Brigadier,Omega,1,undirected
The Brigadier,Palmer (The Three Doctors),1,undirected
The Brigadier,Peri Brown,1,undirected
The Brigadier,Petra Williams,1,undirected
The Brigadier,President (The Three Doctors),1,undirected
The Brigadier,Reegan,1,undirected
The Brigadier,Roland Summers,1,undirected
The Brigadier,Romana II,1,undirected
The Brigadier,Sarah Jane Smith,4,undirected
The Brigadier,Second Doctor,1,undirected
The Brigadier,Seventh Doctor,2,undirected
The Brigadier,Sixth Doctor,1,undirected
The Brigadier,Stevens,1,undirected
The Brigadier,Stuart Hyde,1,undirected
The Brigadier,Susan Foreman,1,undirected
The Brigadier,The Destroyer,1,undirected
The Brigadier,The Great One (Planet of the Spiders),1,undirected
The Brigadier,The Master,6,undirected
The Brigadier,The Rani,1,undirected
The Brigadier,Third Doctor,17,undirected
The Brigadier,Time Lord (The Three Doctors),1,undirected
The Brigadier,Time Lord messenger,1,undirected
The Brigadier,Tom Osgood,1,undirected
The Brigadier,Victoria Waterfield,1,undirected
The Brigadier,Whitaker (Invasion of the Dinosaurs),1,undirected
The Brigadier,Winifred Bambera,1,undirected
The Brigadier (Death Comes to Time),Ace (Death Comes to Time),1,undirected
The Brigadier (Death Comes to Time),Antimony (Death Comes to Time),1,undirected
The Brigadier (Death Comes to Time),Minister of Chance,1,undirected
The Brigadier (Death Comes to Time),Seventh Doctor (Death Comes to Time),1,undirected
The Brigadier (Death Comes to Time),Tannis (Death Comes to Time),1,undirected
The Captain,Fourth Doctor,1,undirected
The Captain,K9 Mark II,1,undirected
The Captain,Romana I,1,undirected
The Captain,Xanxia,1,undirected
The Collector,Fourth Doctor,1,undirected
The Collector,Hade,1,undirected
The Collector,K9 Mark I,1,undirected
The Collector,Leela,1,undirected
The Destroyer,Ace,1,undirected
The Destroyer,Ancelyn,1,undirected
The Destroyer,Morgaine,1,undirected
The Destroyer,Seventh Doctor,1,undirected
The Destroyer,The Brigadier,1,undirected
The Destroyer,Winifred Bambera,1,undirected
The Director (The Faceless Ones),Ben Jackson,1,undirected
The Director (The Faceless Ones),Chameleon (humanoid),1,undirected
The Director (The Faceless Ones),Jamie McCrimmon,1,undirected
The Director (The Faceless Ones),Polly Wright,1,undirected
The Director (The Faceless Ones),Second Doctor,1,undirected
The Great One (Planet of the Spiders),Eight Legs,1,undirected
The Great One (Planet of the Spiders),Fourth Doctor,1,undirected
The Great One (Planet of the Spiders),John Benton,1,undirected
The Great One (Planet of the Spiders),K'anpo Rimpoche,1,undirected
The Great One (Planet of the Spiders),Lupton,1,undirected
The Great One (Planet of the Spiders),Mike Yates,1,undirected
The Great One (Planet of the Spiders),Sarah Jane Smith,1,undirected
The Great One (Planet of the Spiders),The Brigadier,1,undirected
The Great One (Planet of the Spiders),Third Doctor,1,undirected
The Master,Ace,1,undirected
The Master,Adric,4,undirected
The Master,Alistair Gordon Lethbridge-Stewart,1,undirected
The Master,Arthur Linwood,1,undirected
The Master,Axos,1,undirected
The Master,Azal,1,undirected
The Master,Borusa,1,undirected
The Master,Carol Bell,2,undirected
The Master,Chang Lee,1,undirected
The Master,Charles Kettering,1,undirected
The Master,Cheetah Person,1,undirected
The Master,Dent (Colony in Space),1,undirected
The Master,Dæmon,1,undirected
The Master,Eighth Doctor,1,undirected
The Master,Engin,1,undirected
The Master,Fifth Doctor,6,undirected
The Master,First Doctor,1,undirected
The Master,Fourth Doctor,4,undirected
The Master,George Patrick Barnham,1,undirected
The Master,Goth,1,undirected
The Master,Grace Holloway,1,undirected
The Master,Harry Mailer,1,undirected
The Master,Jane Blythe (The Sea Devils),1,undirected
The Master,Jo Grant,8,undirected
The Master,John Benton,5,undirected
The Master,John Hart (The Sea Devils),1,undirected
The Master,K9 Mark III,1,undirected
The Master,Kamelion,2,undirected
The Master,Keller Machine,1,undirected
The Master,Kitling,1,undirected
The Master,Kronos,1,undirected
The Master,Lord President,1,undirected
The Master,Midge (Survival),1,undirected
The Master,Mike Yates,5,undirected
The Master,Minotaur,1,undirected
The Master,Nestene Consciousness,1,undirected
The Master,Nyssa,4,undirected
The Master,Olive Hawthorne,1,undirected
The Master,Peri Brown,2,undirected
The Master,Rassilon,1,undirected
The Master,Roland Summers,1,undirected
The Master,Romana II,1,undirected
The Master,Sarah Jane Smith,1,undirected
The Master,Sea Devil,1,undirected
The Master,Second Doctor,1,undirected
The Master,Seventh Doctor,2,undirected
The Master,Sixth Doctor,1,undirected
The Master,Spandrell,1,undirected
The Master,Stuart Hyde,1,undirected
The Master,Susan Foreman,1,undirected
The Master,Tegan Jovanka,5,undirected
The Master,The Brigadier,6,undirected
The Master,The Rani,1,undirected
The Master,The Watcher (Logopolis),1,undirected
The Master,Third Doctor,9,undirected
The Master,Time Lord messenger,1,undirected
The Master,Tom Osgood,1,undirected
The Master,Vislor Turlough,3,undirected
The Monk,Black Dalek Leader,1,undirected
The Monk,Bret Vyon,1,undirected
The Monk,First Doctor,2,undirected
The Monk,Katarina,1,undirected
The Monk,Mavic Chen,1,undirected
The Monk,Sara Kingdom,1,undirected
The Monk,Steven Taylor,2,undirected
The Monk,Vicki Pallister,1,undirected
The Nucleus,Fourth Doctor,1,undirected
The Nucleus,K9 Mark I,1,undirected
The Nucleus,Leela,1,undirected
The Nucleus,The Swarm (The Invisible Enemy),1,undirected
The Rani,Ace,1,undirected
The Rani,Fifth Doctor,1,undirected
The Rani,Fourth Doctor,1,undirected
The Rani,K9 (Storm in a Tikka) (page does not exist),1,undirected
The Rani,Leela,1,undirected
The Rani,Liz Shaw,1,undirected
The Rani,Melanie Bush,2,undirected
The Rani,Mike Yates,1,undirected
The Rani,Nyssa,1,undirected
The Rani,Peri Brown,2,undirected
The Rani,Romana II,1,undirected
The Rani,Sarah Jane Smith,1,undirected
The Rani,Seventh Doctor,2,undirected
The Rani,Sixth Doctor,3,undirected
The Rani,Susan Foreman,1,undirected
The Rani,The Brigadier,1,undirected
The Rani,The Master,1,undirected
The Rani,Third Doctor,1,undirected
The Rani,Victoria Waterfield,1,undirected
The Shadow,Astra of Atrios,1,undirected
The Shadow,Black Guardian,1,undirected
The Shadow,Drax,1,undirected
The Shadow,Fourth Doctor,1,undirected
The Shadow,K9 Mark II,1,undirected
The Shadow,Marshal of Atrios,1,undirected
The Shadow,Romana I,1,undirected
The Swarm (The Invisible Enemy),Fourth Doctor,1,undirected
The Swarm (The Invisible Enemy),K9 Mark I,1,undirected
The Swarm (The Invisible Enemy),Leela,1,undirected
The Swarm (The Invisible Enemy),The Nucleus,1,undirected
The War Chief,Jamie McCrimmon,1,undirected
The War Chief,Jennifer Buckingham,1,undirected
The War Chief,Jeremy Carstairs,1,undirected
The War Chief,Second Doctor,1,undirected
The War Chief,War Lord,1,undirected
The War Chief,Zoe Heriot,1,undirected
The Watcher (Logopolis),Adric,1,undirected
The Watcher (Logopolis),Fifth Doctor,1,undirected
The Watcher (Logopolis),Fourth Doctor,1,undirected
The Watcher (Logopolis),Nyssa,1,undirected
The Watcher (Logopolis),Tegan Jovanka,1,undirected
The Watcher (Logopolis),The Master,1,undirected
Third Doctor,Ace,1,undirected
Third Doctor,Aggedor (The Curse of Peladon),2,undirected
Third Doctor,Alastair Lethbridge-Stewart,1,undirected
Third Doctor,Alistair Gordon Lethbridge-Stewart,1,undirected
Third Doctor,Alpha Centauri (The Curse of Peladon),2,undirected
Third Doctor,Amazonia,1,undirected
Third Doctor,Arcturus (The Curse of Peladon),1,undirected
Third Doctor,Arthur Linwood,1,undirected
Third Doctor,Auton,1,undirected
Third Doctor,Axos,1,undirected
Third Doctor,Azal,1,undirected
Third Doctor,Azaxyr,1,undirected
Third Doctor,BOSS,1,undirected
Third Doctor,Borusa,1,undirected
Third Doctor,Bruno Taltalian,1,undirected
Third Doctor,Butler (Invasion of the Dinosaurs),1,undirected
Third Doctor,Carol Bell,2,undirected
Third Doctor,Carrington (The Ambassadors of Death),1,undirected
Third Doctor,Chancellor (The Three Doctors),1,undirected
Third Doctor,Channing,1,undirected
Third Doctor,Charles Grover,1,undirected
Third Doctor,Charles Kettering,1,undirected
Third Doctor,Clifford Jones,1,undirected
Third Doctor,Collinson,1,undirected
Third Doctor,Commander,1,undirected
Third Doctor,Dalek,1,undirected
Third Doctor,Dalek Supreme (Planet of the Daleks),1,undirected
Third Doctor,Dent (Colony in Space),1,undirected
Third Doctor,Drashig,1,undirected
Third Doctor,Dæmon,1,undirected
Third Doctor,Eckersley,1,undirected
Third Doctor,Eight Legs,1,undirected
Third Doctor,Eric Stahlman,1,undirected
Third Doctor,Ettis,1,undirected
Third Doctor,Fifth Doctor,2,undirected
Third Doctor,Finch (Invasion of the Dinosaurs),1,undirected
Third Doctor,First Doctor,2,undirected
Third Doctor,Fourth Doctor,3,undirected
Third Doctor,George Patrick Barnham,1,undirected
Third Doctor,Giant maggot,1,undirected
Third Doctor,Gold Dalek (Day of the Daleks),1,undirected
Third Doctor,Greg Sutton,1,undirected
Third Doctor,Grun,1,undirected
Third Doctor,Harry Mailer,1,undirected
Third Doctor,Hepesh,1,undirected
Third Doctor,Ice Lord,1,undirected
Third Doctor,Ice Warrior,2,undirected
Third Doctor,Irongron,1,undirected
Third Doctor,Jaeger (The Mutants),1,undirected
Third Doctor,Jane Blythe (The Sea Devils),1,undirected
Third Doctor,Jo Grant,15,undirected
Third Doctor,John Benton,12,undirected
Third Doctor,John Hart (The Sea Devils),1,undirected
Third Doctor,K'anpo Rimpoche,1,undirected
Third Doctor,K9 (Storm in a Tikka) (page does not exist),1,undirected
Third Doctor,K9 Mark III,1,undirected
Third Doctor,Kalik,1,undirected
Third Doctor,Keith Gold,1,undirected
Third Doctor,Keller Machine,1,undirected
Third Doctor,Kronos,1,undirected
Third Doctor,Leela,1,undirected
Third Doctor,Linx,1,undirected
Third Doctor,Liz Shaw,5,undirected
Third Doctor,Lord President,1,undirected
Third Doctor,Lupton,1,undirected
Third Doctor,Mark Elgin,1,undirected
Third Doctor,Marshal of Solos,1,undirected
Third Doctor,Melanie Bush,1,undirected
Third Doctor,Mike Yates,10,undirected
Third Doctor,Minotaur,1,undirected
Third Doctor,Morka,1,undirected
Third Doctor,Nestene Consciousness,2,undirected
Third Doctor,Nyssa,1,undirected
Third Doctor,Olive Hawthorne,1,undirected
Third Doctor,Omega,1,undirected
Third Doctor,Palmer (The Three Doctors),1,undirected
Third Doctor,Peladon of Peladon,1,undirected
Third Doctor,Peri Brown,1,undirected
Third Doctor,Petra Williams,1,undirected
Third Doctor,President (The Three Doctors),1,undirected
Third Doctor,Rassilon,1,undirected
Third Doctor,Reegan,1,undirected
Third Doctor,Roland Summers,1,undirected
Third Doctor,Romana II,2,undirected
Third Doctor,Sarah Jane Smith,7,undirected
Third Doctor,Sea Devil,1,undirected
Third Doctor,Second Doctor,2,undirected
Third Doctor,Seventh Doctor,1,undirected
Third Doctor,Sixth Doctor,1,undirected
Third Doctor,Stevens,1,undirected
Third Doctor,Stuart Hyde,1,undirected
Third Doctor,Susan Foreman,2,undirected
Third Doctor,Tegan Jovanka,1,undirected
Third Doctor,The Brigadier,17,undirected
Third Doctor,The Great One (Planet of the Spiders),1,undirected
Third Doctor,The Master,9,undirected
Third Doctor,The Rani,1,undirected
Third Doctor,Time Lord (The Three Doctors),1,undirected
Third Doctor,Time Lord messenger,1,undirected
Third Doctor,Tom Osgood,1,undirected
Third Doctor,Victoria Waterfield,1,undirected
Third Doctor,Vislor Turlough,1,undirected
Third Doctor,Whitaker (Invasion of the Dinosaurs),1,undirected
Thonmi,Edward Travers,1,undirected
Thonmi,Great Intelligence,1,undirected
Thonmi,Jamie McCrimmon,1,undirected
Thonmi,Padmasambhava,1,undirected
Thonmi,Second Doctor,1,undirected
Thonmi,Victoria Waterfield,1,undirected
Three Who Rule,Adric,1,undirected
Three Who Rule,Fourth Doctor,1,undirected
Three Who Rule,K9 Mark II,1,undirected
Three Who Rule,King Vampire,1,undirected
Three Who Rule,Romana II,1,undirected
Time Lord (The Three Doctors),Chancellor (The Three Doctors),1,undirected
Time Lord (The Three Doctors),First Doctor,1,undirected
Time Lord (The Three Doctors),Jo Grant,1,undirected
Time Lord (The Three Doctors),John Benton,1,undirected
Time Lord (The Three Doctors),Omega,1,undirected
Time Lord (The Three Doctors),Palmer (The Three Doctors),1,undirected
Time Lord (The Three Doctors),President (The Three Doctors),1,undirected
Time Lord (The Three Doctors),Second Doctor,1,undirected
Time Lord (The Three Doctors),The Brigadier,1,undirected
Time Lord (The Three Doctors),Third Doctor,1,undirected
Time Lord messenger,Jo Grant,1,undirected
Time Lord messenger,John Benton,1,undirected
Time Lord messenger,Mike Yates,1,undirected
Time Lord messenger,Nestene Consciousness,1,undirected
Time Lord messenger,The Brigadier,1,undirected
Time Lord messenger,The Master,1,undirected
Time Lord messenger,Third Doctor,1,undirected
Time Lord messenger (Genesis of the Daleks),Davros,1,undirected
Time Lord messenger (Genesis of the Daleks),Fourth Doctor,1,undirected
Time Lord messenger (Genesis of the Daleks),Harry Sullivan,1,undirected
Time Lord messenger (Genesis of the Daleks),Sarah Jane Smith,1,undirected
Tlotoxl,Barbara Wright,1,undirected
Tlotoxl,First Doctor,1,undirected
Tlotoxl,Ian Chesterton,1,undirected
Tlotoxl,Susan Foreman,1,undirected
Toba,Jamie McCrimmon,1,undirected
Toba,Quark,1,undirected
Toba,Rago,1,undirected
Toba,Second Doctor,1,undirected
Toba,Zoe Heriot,1,undirected
Tobias Vaughn,Alistair Gordon Lethbridge-Stewart,1,undirected
Tobias Vaughn,Cyber-Director,1,undirected
Tobias Vaughn,Isobel Watkins,1,undirected
Tobias Vaughn,Jack Tracy,1,undirected
Tobias Vaughn,Jamie McCrimmon,1,undirected
Tobias Vaughn,John Benton,1,undirected
Tobias Vaughn,Second Doctor,1,undirected
Tobias Vaughn,Zoe Heriot,1,undirected
Tom Osgood,Azal,1,undirected
Tom Osgood,Dæmon,1,undirected
Tom Osgood,Jo Grant,1,undirected
Tom Osgood,John Benton,1,undirected
Tom Osgood,Mike Yates,1,undirected
Tom Osgood,Olive Hawthorne,1,undirected
Tom Osgood,The Brigadier,1,undirected
Tom Osgood,The Master,1,undirected
Tom Osgood,Third Doctor,1,undirected
Tractator,Fifth Doctor,1,undirected
Tractator,Gravis,1,undirected
Tractator,Tegan Jovanka,1,undirected
Tractator,Vislor Turlough,1,undirected
Tryst,Dymond,1,undirected
Tryst,Fourth Doctor,1,undirected
Tryst,K9 Mark II,1,undirected
Tryst,Mandrel,1,undirected
Tryst,Romana II,1,undirected
Turner (A Fix with Sontarans),Gareth Jenkins (A Fix with Sontarans),1,undirected
Turner (A Fix with Sontarans),Nathan (A Fix with Sontarans),1,undirected
Turner (A Fix with Sontarans),Sixth Doctor,1,undirected
Turner (A Fix with Sontarans),Tegan Jovanka,1,undirected
Urbankan,Adric,1,undirected
Urbankan,Fifth Doctor,1,undirected
Urbankan,Nyssa,1,undirected
Urbankan,Tegan Jovanka,1,undirected
Vardan,Commander,1,undirected
Vardan,Fourth Doctor,1,undirected
Vardan,K9 Mark I,1,undirected
Vardan,Leela,1,undirected
Vardan,Stor,1,undirected
Varga,Jamie McCrimmon,1,undirected
Varga,Second Doctor,1,undirected
Varga,Victoria Waterfield,1,undirected
Vicki Pallister,Animus,1,undirected
Vicki Pallister,Barbara Wright,6,undirected
Vicki Pallister,Bennett (The Rescue),1,undirected
Vicki Pallister,Black Dalek Leader,1,undirected
Vicki Pallister,Cassandra (The Myth Makers),1,undirected
Vicki Pallister,El Akir,1,undirected
Vicki Pallister,First Doctor,9,undirected
Vicki Pallister,Ian Chesterton,6,undirected
Vicki Pallister,Katarina,1,undirected
Vicki Pallister,Maaga,1,undirected
Vicki Pallister,Mechonoid,1,undirected
Vicki Pallister,Morok,1,undirected
Vicki Pallister,Nero,1,undirected
Vicki Pallister,Odysseus,1,undirected
Vicki Pallister,Rill,1,undirected
Vicki Pallister,Steven Taylor,4,undirected
Vicki Pallister,The Monk,1,undirected
Victoria Waterfield,Ace,1,undirected
Victoria Waterfield,Alistair Gordon Lethbridge-Stewart,1,undirected
Victoria Waterfield,Cyber-Controller (The Tomb of the Cybermen),1,undirected
Victoria Waterfield,Cyberman,1,undirected
Victoria Waterfield,Dalek Prime,1,undirected
Victoria Waterfield,Edward Travers,2,undirected
Victoria Waterfield,Eric Klieg,1,undirected
Victoria Waterfield,Fifth Doctor,1,undirected
Victoria Waterfield,Fourth Doctor,1,undirected
Victoria Waterfield,Great Intelligence,2,undirected
Victoria Waterfield,Jamie McCrimmon,7,undirected
Victoria Waterfield,K9 (Storm in a Tikka) (page does not exist),1,undirected
Victoria Waterfield,Kaftan,1,undirected
Victoria Waterfield,Leela,1,undirected
Victoria Waterfield,Liz Shaw,1,undirected
Victoria Waterfield,Melanie Bush,1,undirected
Victoria Waterfield,Mike Yates,1,undirected
Victoria Waterfield,Nyssa,1,undirected
Victoria Waterfield,Padmasambhava,1,undirected
Victoria Waterfield,Peri Brown,1,undirected
Victoria Waterfield,Peter Haydon,1,undirected
Victoria Waterfield,Ramón Salamander,1,undirected
Victoria Waterfield,Romana II,1,undirected
Victoria Waterfield,Sarah Jane Smith,1,undirected
Victoria Waterfield,Second Doctor,7,undirected
Victoria Waterfield,Seventh Doctor,1,undirected
Victoria Waterfield,Sixth Doctor,1,undirected
Victoria Waterfield,Susan Foreman,1,undirected
Victoria Waterfield,The Brigadier,1,undirected
Victoria Waterfield,The Rani,1,undirected
Victoria Waterfield,Third Doctor,1,undirected
Victoria Waterfield,Thonmi,1,undirected
Victoria Waterfield,Varga,1,undirected
Victoria Waterfield,Weed creature,1,undirected
Vislor Turlough,Adric,1,undirected
Vislor Turlough,Alistair Gordon Lethbridge-Stewart,2,undirected
Vislor Turlough,Black Dalek Leader,1,undirected
Vislor Turlough,Black Guardian,3,undirected
Vislor Turlough,Borusa,1,undirected
Vislor Turlough,Dalek,1,undirected
Vislor Turlough,Davros,1,undirected
Vislor Turlough,Eirak,1,undirected
Vislor Turlough,Fifth Doctor,11,undirected
Vislor Turlough,First Doctor,1,undirected
Vislor Turlough,Fourth Doctor,1,undirected
Vislor Turlough,George Hutchinson,1,undirected
Vislor Turlough,Gravis,1,undirected
Vislor Turlough,Gustave Lytton,1,undirected
Vislor Turlough,Icthar,1,undirected
Vislor Turlough,Jane Hampden,1,undirected
Vislor Turlough,K9 Mark III,1,undirected
Vislor Turlough,Kamelion,3,undirected
Vislor Turlough,Lord President,1,undirected
Vislor Turlough,Malus,1,undirected
Vislor Turlough,Mawdryn,1,undirected
Vislor Turlough,Morgus,1,undirected
Vislor Turlough,Nyssa,3,undirected
Vislor Turlough,Peri Brown,2,undirected
Vislor Turlough,Rassilon,1,undirected
Vislor Turlough,Romana II,1,undirected
Vislor Turlough,Sarah Jane Smith,1,undirected
Vislor Turlough,Second Doctor,1,undirected
Vislor Turlough,Sharaz Jek,1,undirected
Vislor Turlough,Sixth Doctor,1,undirected
Vislor Turlough,Stotz,1,undirected
Vislor Turlough,Susan Foreman,1,undirected
Vislor Turlough,Tegan Jovanka,10,undirected
Vislor Turlough,The Master,3,undirected
Vislor Turlough,Third Doctor,1,undirected
Vislor Turlough,Tractator,1,undirected
Vislor Turlough,White Guardian,1,undirected
Vislor Turlough,Will Chandler,1,undirected
Vislor Turlough,Wrack,1,undirected
Vorus,Cyber-Leader (Revenge of the Cybermen),1,undirected
Vorus,Cyberman,1,undirected
Vorus,Fourth Doctor,1,undirected
Vorus,Harry Sullivan,1,undirected
Vorus,Kellman,1,undirected
Vorus,Sarah Jane Smith,1,undirected
WOTAN,Ben Jackson,1,undirected
WOTAN,Dodo Chaplet,1,undirected
WOTAN,First Doctor,1,undirected
WOTAN,Polly Wright,1,undirected
War Doctor,Eighth Doctor,1,undirected
War Doctor,Ohila,1,undirected
War Lord,Jamie McCrimmon,1,undirected
War Lord,Jennifer Buckingham,1,undirected
War Lord,Jeremy Carstairs,1,undirected
War Lord,Second Doctor,1,undirected
War Lord,The War Chief,1,undirected
War Lord,Zoe Heriot,1,undirected
Weed creature,Jamie McCrimmon,1,undirected
Weed creature,Second Doctor,1,undirected
Weed creature,Victoria Waterfield,1,undirected
West Lodge,Fourth Doctor,1,undirected
West Lodge,K9 Mark II,1,undirected
West Lodge,Pangol,1,undirected
West Lodge,Romana II,1,undirected
Whitaker (Invasion of the Dinosaurs),Butler (Invasion of the Dinosaurs),1,undirected
Whitaker (Invasion of the Dinosaurs),Charles Grover,1,undirected
Whitaker (Invasion of the Dinosaurs),Finch (Invasion of the Dinosaurs),1,undirected
Whitaker (Invasion of the Dinosaurs),John Benton,1,undirected
Whitaker (Invasion of the Dinosaurs),Mike Yates,1,undirected
Whitaker (Invasion of the Dinosaurs),Sarah Jane Smith,1,undirected
Whitaker (Invasion of the Dinosaurs),The Brigadier,1,undirected
Whitaker (Invasion of the Dinosaurs),Third Doctor,1,undirected
White Guardian,Black Guardian,1,undirected
White Guardian,Cessair of Diplos,1,undirected
White Guardian,Fifth Doctor,1,undirected
White Guardian,Fourth Doctor,2,undirected
White Guardian,Graff Vynda-K,1,undirected
White Guardian,K9 Mark II,2,undirected
White Guardian,Ogri,1,undirected
White Guardian,Romana I,2,undirected
White Guardian,Tegan Jovanka,1,undirected
White Guardian,Vislor Turlough,1,undirected
White Guardian,Wrack,1,undirected
Will Chandler,Fifth Doctor,1,undirected
Will Chandler,George Hutchinson,1,undirected
Will Chandler,Jane Hampden,1,undirected
Will Chandler,Malus,1,undirected
Will Chandler,Tegan Jovanka,1,undirected
Will Chandler,Vislor Turlough,1,undirected
Winifred Bambera,Ace,1,undirected
Winifred Bambera,Ancelyn,1,undirected
Winifred Bambera,Morgaine,1,undirected
Winifred Bambera,Seventh Doctor,1,undirected
Winifred Bambera,The Brigadier,1,undirected
Winifred Bambera,The Destroyer,1,undirected
Wirrn,Fourth Doctor,1,undirected
Wirrn,Harry Sullivan,1,undirected
Wirrn,Sarah Jane Smith,1,undirected
Wrack,Black Guardian,1,undirected
Wrack,Fifth Doctor,1,undirected
Wrack,Tegan Jovanka,1,undirected
Wrack,Vislor Turlough,1,undirected
Wrack,White Guardian,1,undirected
Xanxia,Fourth Doctor,1,undirected
Xanxia,K9 Mark II,1,undirected
Xanxia,Romana I,1,undirected
Xanxia,The Captain,1,undirected
Xoanon,Fourth Doctor,1,undirected
Xoanon,Leela,1,undirected
Yartek,Barbara Wright,1,undirected
Yartek,First Doctor,1,undirected
Yartek,Ian Chesterton,1,undirected
Yartek,Susan Foreman,1,undirected
Zaroff,Ben Jackson,1,undirected
Zaroff,Jamie McCrimmon,1,undirected
Zaroff,Polly Wright,1,undirected
Zaroff,Second Doctor,1,undirected
Zoe Heriot,Alistair Gordon Lethbridge-Stewart,1,undirected
Zoe Heriot,Cyber-Director,1,undirected
Zoe Heriot,Cyber-Planner (The Wheel in Space),1,undirected
Zoe Heriot,Eelek,1,undirected
Zoe Heriot,Isobel Watkins,1,undirected
Zoe Heriot,Jack Tracy,1,undirected
Zoe Heriot,Jamie McCrimmon,8,undirected
Zoe Heriot,Jennifer Buckingham,1,undirected
Zoe Heriot,Jeremy Carstairs,1,undirected
Zoe Heriot,John Benton,1,undirected
Zoe Heriot,Karkus,1,undirected
Zoe Heriot,Kroton (species),1,undirected
Zoe Heriot,Master Brain,1,undirected
Zoe Heriot,Master of the Land,1,undirected
Zoe Heriot,Maurice Caven,1,undirected
Zoe Heriot,Quark,1,undirected
Zoe Heriot,Rago,1,undirected
